"RegionName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02"
"Poughkeepsie, NY",160200,159900,160300,159900,159000,158100,157700,157300,156700,156300,156200,156300,156900,157700,158300,158600,159100,159700,160200,160800,161700,162900,163700,164900,165700,165500,165000,165800,167400,168800,169800,170900,171900,172900,173800,175000,176100,177400,178900,180200,180700,181300,182200,183600,185000,186600,188400,190200,191900,193000,193700,194700,196200,197700,199400,201000,203200,205600,207700,209400,211700,214700,217100,218600,221000,224800,228900,233000,236900,240300,243500,246900,249800,252300,255300,259100,263100,266500,269200,272300,275500,278500,281600,285000,288500,291800,295000,298200,301100,303800,306600,309000,310900,313300,315900,318600,321300,324700,328600,332900,337200,340800,344100,347700,352000,356500,360900,364600,369100,373900,378100,381600,384500,386800,389000,390800,391200,390900,391400,392200,392300,391400,390600,390100,389600,388800,387800,387400,387000,386000,385000,384600,383600,383200,383400,383100,381800,379700,377600,375100,372300,370100,368600,365900,362700,359700,357400,354600,352000,349900,348000,345100,342600,341700,341100,339900,338800,337800,335900,333200,330900,329700,329100,328500,327900,326900,325400,324500,323700,321700,319300,317800,316800,314900,312500,310900,309400,307700,305500,303300,300500,298200,295700,293000,290600,289400,287700,286100,285600,284400,281700,279300,278500,278700,279600,280200,279900,279400,279200,279400,279400,279200,278500,278000,277800,277800,277300,277800,278500,278600,279700,281700,282900,283800,285500,287000,288800,290300,291700,293600,295900,298200,300400,301100,301500,302700,304100
"Charleston, SC",270100,263400,258900,255200,253300,253100,253900,254800,255300,255800,256600,257000,258200,261000,264500,267000,270400,273900,276900,278900,281500,285100,287700,288800,292600,298500,302900,306700,311300,315300,318200,320600,324400,329700,333300,334600,337200,340400,342400,345300,349100,352700,355800,358900,361100,365100,369800,375200,381200,388500,392900,395800,398100,401000,403600,408500,414300,418300,420900,422600,420500,418200,420100,422200,422700,420900,419000,417900,417400,416000,415600,416000,415300,412700,410900,409800,408000,406400,406700,408200,409600,411500,413800,415400,417800,421200,424400,428500,433700,438500,442000,444100,446100,448900,451700,455600,461600,467900,473300,477400,482200,488800,495700,502000,509300,516100,522300,530200,539700,550400,562800,576400,588900,601300,613300,623400,630400,637100,644300,650800,653900,654000,652100,649600,646100,644200,644300,645100,642300,634500,623600,614200,608000,604000,600500,598500,599600,599200,596200,593000,587400,580300,575900,573700,572700,572700,570800,567000,562600,558000,553800,548700,551500,565800,581600,588200,589100,586800,585000,583400,579200,573400,569000,566600,565300,564500,562000,558900,556200,554200,551300,547900,544600,541800,540100,539200,536100,529600,525100,523500,521700,520000,520100,520100,521000,522500,521600,521500,524100,525800,525200,524300,523300,524100,526200,528800,532500,536700,539700,541500,543900,546900,548800,549200,549700,551700,555300,560400,565300,570300,577100,583500,586100,586600,586800,592700,604800,614500,619500,623500,625000,624900,626700,629900,631100,630300,629900
"Syracuse, NY",108900,109100,109200,109300,109500,109500,109000,108600,108600,108500,108200,107900,107500,107300,107500,107400,107300,107200,107200,107000,106900,107200,108200,109300,110000,110400,110700,110900,110900,111000,111200,111300,111200,111000,111200,111600,111900,112200,112700,113200,113700,114200,115100,116100,117000,117800,118600,119200,119200,118600,118000,118100,118700,118700,118400,118500,119600,120700,121500,122300,123300,124100,125000,125700,126000,126500,127300,127900,128100,128400,128900,129500,130200,131000,131700,132200,132800,133700,134600,135800,137100,138300,139400,140400,141400,142400,143400,144100,145100,146300,147300,147500,147400,147000,146700,147000,147700,148100,148700,149600,150700,151700,153300,154700,156100,157500,159000,160000,161000,162200,163000,163700,164600,165400,165400,165300,165800,166400,166200,165800,165900,166600,167600,168500,168700,168700,169100,169600,169600,169300,169000,168900,169100,169500,169700,170000,170300,170500,170500,170700,171000,171800,172700,173500,174100,174200,174100,173600,173200,173200,173400,173200,172900,172900,173600,174300,174400,174300,174400,174700,175200,175400,175200,175700,176500,176900,176900,176900,176400,175400,174500,173900,173500,173000,172800,172600,172000,170900,170600,171100,171600,171800,172300,172100,171600,171400,171600,171500,170900,170100,169600,169800,170500,171100,171500,172200,173100,173700,174100,173800,173000,172500,172400,172500,172900,173700,174500,175000,175400,176400,176900,176600,176100,176300,177100,177500,176300,174600,173700,173000,171900,170800,170000,171200,174400,178000,180300
"Toledo, OH",142100,142900,143300,143100,143000,143300,143900,144000,143800,143800,143900,144700,145300,145600,146100,147000,147100,147200,147700,148700,149400,150200,151400,152300,152100,151700,152000,152200,152700,153600,155100,156600,157900,158800,159500,159900,160900,161900,162400,162500,162700,163000,163300,163600,163500,163600,164400,165600,166300,167000,167900,168900,169500,170000,170500,170700,170900,171200,171400,171400,171600,172200,172800,173800,175100,176300,176700,177200,177900,178700,179000,179400,180300,180500,180100,180300,181300,181700,182000,182600,183500,184100,184400,184500,184800,185900,187200,187800,188200,188900,189500,189900,190300,191100,191900,192900,194100,195100,195800,196400,196300,195900,196000,196400,196300,195400,194700,194300,193700,193000,193300,193900,194300,194600,195200,195500,195700,196500,197500,197900,198000,198100,197500,196200,195100,194500,193800,192600,191300,190600,190500,190000,188800,187300,186100,185400,185200,185100,184900,185400,186500,187100,187100,186800,186700,186400,185900,185000,183500,181700,180100,178600,177600,177200,176600,175700,175000,174900,174800,175200,175600,175300,174300,173400,172300,171000,169800,169200,169000,168700,168000,167600,168000,168700,169500,170100,170200,169500,168800,168600,168400,167700,167200,166700,166000,165100,164500,163900,163300,163000,162900,162700,162800,163800,164800,164900,164900,165500,166200,167000,167100,166800,166600,166600,166100,166100,166900,168500,169700,171100,172400,172800,173600,175500,177100,178300,179600,180200,180200,180000,180100,180400,180800,181400,182000,182400,182700
"Colorado Springs, CO",203800,204300,203700,201900,201100,200900,200300,200000,200100,200100,200700,201800,202400,202300,202200,202400,202900,203500,204400,205500,206600,207700,208700,209500,210100,210700,211800,212800,213800,214500,215200,215800,216500,217300,218300,219700,221000,222100,222700,223500,224200,224700,225400,226800,228600,230000,231400,233000,234500,235600,237100,238700,240100,241600,243300,244700,245800,246900,248300,250100,251800,253500,254900,256400,257700,259200,261000,262600,263600,264200,264700,265500,266600,267700,268800,269800,271100,272400,273300,274000,275000,275800,276200,276400,276800,277300,278200,279200,280100,280800,282200,283900,285300,286400,287300,288000,288500,289100,290000,291400,292700,293900,295000,296300,298600,301400,304200,307200,310400,313500,316200,318400,320300,321900,323300,324700,326300,328600,330500,331800,332800,333400,333700,333900,334600,336100,337400,338100,338800,339600,341000,342200,343200,344400,345700,346300,346100,345200,343900,342500,340300,337700,335800,334200,332100,330100,328800,328300,328300,327800,326700,324900,323100,321200,319900,319700,320100,319900,319800,320300,320900,321200,321800,322300,322700,323200,323300,322500,321300,320100,319000,317800,316400,315500,315000,315000,315200,314600,313200,312000,311200,311100,311200,311300,311700,312400,313000,314100,315500,316400,316400,316100,317000,318300,318900,318900,319000,319100,319900,320800,321700,322900,324400,326000,328000,330100,331800,333200,334300,334600,334400,334400,335100,336000,337700,339900,341400,342300,342400,342100,342200,342800,343900,345200,346200,347400,348700
"Greenville, SC",222900,221200,217900,213900,212200,212400,214000,215700,217400,218000,217600,217300,218900,220800,223200,226700,229000,229100,229300,231000,233600,235900,237700,239000,240600,241900,242700,242800,243000,244200,245300,246000,246300,246400,246300,247600,249000,250000,251800,253800,254400,254400,254700,254500,253800,253300,253500,254000,254600,255400,256200,256500,256500,256600,256900,256800,256700,256900,257400,258300,259100,259300,259200,259500,260200,261100,261100,260200,259700,260200,261300,262100,262600,263700,264900,265400,266000,267000,268700,270700,272400,273600,274200,274400,275100,275900,275600,274700,275100,275800,276500,278100,280200,281700,283100,284200,284800,285400,286500,288900,291100,291900,291600,292000,292500,293300,294600,296600,297400,297700,299300,300900,301300,303000,306300,308700,309900,311000,311100,310100,309600,310900,312800,315200,317600,318800,319100,319600,320300,320000,319500,320000,321500,322500,322400,322300,323100,323700,323700,323900,323900,323600,324800,327100,329000,330400,331800,333100,333900,333400,332300,330700,330100,331200,332600,332600,332900,333200,333200,333100,332400,331700,332700,333900,334700,334700,334000,333900,334500,333600,330800,327700,326500,327400,328500,329000,329700,330500,331100,331700,331500,330400,329600,328700,327500,325900,323800,322400,321900,321900,321600,320800,319300,318800,320200,321600,321900,322500,323700,324300,325000,326800,328200,328200,328500,329800,330700,330800,331900,333600,335400,338200,340400,340600,340700,341800,343600,345900,348100,349700,351000,352100,352200,351700,351000,351100,351600
"Fort Myers, FL",219000,214700,212500,209800,206800,205100,206600,210000,212700,213000,213500,215300,216500,217800,221500,224700,227100,227500,224900,223200,224600,225100,226000,228700,231100,231400,232000,233300,235000,237600,240800,242400,242000,241100,240700,241800,244400,245400,244100,244600,247700,251300,252700,252600,252900,254200,254700,255600,256700,257600,258700,260600,260400,258400,259800,264200,267000,269600,270900,271500,274100,277900,280400,281300,281700,284600,288300,290300,292800,296700,299400,301200,305400,312700,319300,325700,333500,340300,344400,348000,351500,355000,359600,366500,371600,371500,369800,369200,369200,370200,371500,371800,374100,379300,386600,392900,398200,405300,414200,422600,430900,438800,447300,458800,470600,481700,493200,501700,507300,516100,529800,543600,554900,563000,571800,583500,592200,593400,594100,597800,601500,603400,603400,602600,603600,603700,599400,591800,586300,581800,577200,573200,568200,559500,551100,543500,533800,523700,514200,504200,493600,482800,470200,457200,446300,436500,425900,417500,411000,403800,396300,390400,384300,378100,373100,369700,368900,369600,369300,366800,365200,365900,367900,367200,365900,365400,364500,362300,360200,358900,357400,353900,349800,346600,343700,340800,338800,337100,335800,333700,329800,325900,323800,322300,320800,319400,318600,319200,321400,324400,327900,331500,333600,333800,333400,334300,336300,338800,341600,343800,345500,346900,347600,347900,349300,351600,354800,358600,361800,365500,370600,376600,381900,386400,390300,398300,409600,419200,425100,429600,432900,436500,439400,441000,443900,451900,460800
"Boise City, ID",186400,184800,183500,182600,181700,181300,181600,182200,182800,183100,183300,184100,185100,185600,186100,186700,186800,186700,187200,187700,187900,188200,188900,189500,189800,189500,189000,188400,187600,187300,188000,189200,190500,191800,192900,193800,194600,195000,195600,195300,194900,194600,194800,195300,196000,196100,196400,197000,197300,197900,199400,202400,206100,208400,208400,208600,209900,211400,211800,211300,211200,212200,213600,214600,215300,216300,217700,219500,220800,221600,221700,221800,222400,223100,223400,223400,223100,222800,223100,223900,225000,226300,227500,228300,228600,228800,228600,228300,228500,229700,230500,229200,226000,223200,223000,226200,229900,231400,231700,232600,233800,234800,235600,237100,239800,243400,247100,249900,252400,255600,259500,263600,268300,273700,279500,285400,292300,300500,307900,313300,319200,326700,335300,342900,349000,353900,358200,361800,366600,370100,370400,369700,369600,369100,368300,366600,363600,360900,359600,358600,357900,357200,355000,351200,348700,348400,347100,342600,336800,331700,327900,324500,322500,321500,319200,314900,310400,305400,301000,300900,303000,303000,299800,297300,286000,270500,262600,262900,260600,257500,253400,248600,245900,243600,240400,237900,238600,239800,239700,237200,235200,232900,231000,230700,231300,232100,233100,233800,234500,236000,237500,238200,237600,237700,239700,241500,242700,245100,248300,250400,252100,253600,256500,260200,264300,268700,274700,278100,277800,276400,276300,276400,278500,282500,283300,284700,288400,289700,287100,285300,284100,283500,284000,284800,286600,289200,290800
"Lakeland, FL",,,,,,,,,,,144200,145400,146600,147200,145600,144500,145700,147300,147400,147800,148700,149600,151100,152600,152700,152900,153900,154100,153300,153600,154300,155500,157500,159400,159800,159900,160400,161000,160300,159000,159700,160900,160900,161400,162700,163400,165100,168400,171500,173600,176900,179000,180200,182500,186000,187500,188300,189200,190500,191300,192400,193600,194900,197200,199200,199700,201200,203000,203800,204500,205700,207300,209200,211000,212400,214200,216000,216700,217400,220300,223800,227000,229700,230700,229800,229600,230600,231300,231600,233200,235100,235300,235200,236000,237000,237900,240200,243600,247900,252700,258400,264400,270800,277300,283000,288800,296300,304000,311700,320700,329900,338600,347200,354600,360700,366200,372100,377400,382100,387600,394000,397600,397300,396200,395200,393200,390400,387700,384600,382000,379200,376000,372100,368700,366500,365100,364000,362100,360800,361100,361500,360500,358600,355000,349900,344300,338000,330900,325200,321000,315600,308400,301100,294600,288400,284000,280800,277500,273600,269500,263700,258400,254900,252100,250200,249300,247900,245800,243900,241900,240000,237300,234800,233500,232400,230200,228200,226500,224700,222900,220900,219700,219100,218800,218300,217700,217200,217500,217800,217600,217500,217800,218300,218800,219800,220700,221800,222800,224000,225000,226000,226800,227700,228900,230300,231300,232200,234400,237300,239300,241100,244300,247600,249300,249300,249200,250300,252000,253400,255000,256800,258300,258800,259400,260000,261100,262700
"Des Moines, IA",168200,168800,169500,171000,172600,173500,173800,174300,175100,175900,176900,178700,180900,182900,185100,186200,187200,189900,194000,197200,199100,201000,201800,201600,202100,203200,203700,203700,203700,204300,205300,206200,207400,209400,211500,213500,214000,213900,213900,214500,215300,216000,216500,217600,219700,222300,224100,225000,226700,229800,231600,232500,233200,233500,232300,231300,230400,230100,230500,231500,232200,232700,233500,235000,236200,236600,237200,238200,238800,239500,240400,241500,242300,243400,245000,246500,247900,249500,251000,252300,254200,255900,256600,256500,255900,254800,254800,256300,258000,259000,260000,261000,262100,263400,265500,268000,270900,273500,275400,276400,276800,277400,278400,279800,280800,281900,282800,283800,285500,286900,287300,287700,288800,289900,291000,291700,292000,292300,292500,291900,291100,291200,291600,291300,291500,293200,295200,296400,296900,297300,297300,296300,294400,293700,294200,294400,293900,292700,291100,290500,291100,291700,291900,291800,291900,292000,292400,293400,294100,293700,293200,293200,292200,291400,292500,294900,297200,298900,299600,299700,299600,300100,300700,300400,300000,298700,296700,295600,295700,295700,295200,294400,293800,293600,293200,292700,292300,291600,291200,291400,291400,290500,289300,288700,289000,290100,291300,292300,293400,295000,296300,297200,298300,299500,300100,300500,300700,300700,300800,301200,302100,302800,303100,303900,304100,303200,302800,304500,306800,308700,310600,313100,315100,317000,318900,320200,320700,321900,323700,325000,325300,325300,325000,324400,324400,325100,325500
"Madison, WI",,204100,205900,207000,208600,211900,215000,216100,217100,218000,218500,219800,221700,223200,224200,224600,224900,226200,227800,229200,230600,233200,237000,240300,241900,243400,245900,248400,250300,252000,253800,255500,256900,258200,259800,262300,265100,266400,268100,272000,276000,277800,278100,277900,279100,281900,285000,287600,289500,291600,293700,295000,295000,295700,297800,301000,304000,307800,311500,313800,314900,316100,317500,319900,323400,326300,327100,327700,328700,330700,333400,335200,337400,340200,341600,342800,344900,346900,349500,352600,354200,353400,352900,354200,356100,358600,362500,365400,367200,369600,372900,377500,381200,381400,380400,380800,382200,384800,387500,389400,391800,395100,397600,399000,400600,403200,407500,411300,414300,415800,418600,422100,425600,426900,428200,429200,431300,434500,436900,438400,439000,438600,436700,434200,431700,430500,430400,431500,431900,431500,430900,432200,435500,438600,438500,436700,434500,433200,432000,430700,429000,427300,425100,422900,420400,418800,418400,418400,419000,419600,419700,419100,421200,426200,430900,432000,432900,431900,431200,433900,436200,436500,436800,435200,431400,428800,427600,426700,426100,426000,424800,422200,421100,421200,419700,418400,417900,415800,413400,412700,410700,407700,406900,406600,405500,404100,403600,403900,404400,404400,404400,404600,404300,405400,408100,410200,410500,410000,410300,411300,412700,412600,411700,411500,412800,414200,416700,421100,425300,428300,430700,434200,437000,438300,439500,440400,439500,439000,438400,436400,435300,436000,436900,437200,437000,437800,439100
"Youngstown, OH",92700,91400,91000,91000,91600,92100,92400,93100,93900,94100,94200,94800,95700,96500,97400,98000,97800,97400,97500,97600,97500,97800,97700,97700,97900,98000,97600,97300,97300,97600,97800,98000,98300,98400,98800,99700,100800,101900,102900,103600,104200,104600,104600,104600,104900,105000,105100,105100,104900,104900,105400,105500,105500,106000,107000,107800,108700,109900,110700,111200,111900,112200,112200,112600,113100,113400,113500,114000,114800,115000,115000,115200,115300,114800,114000,113400,113200,112900,112500,111900,111300,111300,111600,111900,112300,113100,114100,114700,114900,115300,116000,116400,116500,116400,116200,116600,117600,118300,118700,119700,121200,122200,122700,123500,124600,125700,126300,126100,126200,126900,127200,127300,127500,127300,127400,127800,127400,126700,127600,128500,127900,127400,127800,127700,126800,126600,126800,126400,126100,125400,124000,122500,121900,121900,122200,122600,123300,123500,123000,122900,123100,122800,121900,121500,121000,120000,118700,117600,116800,116400,115800,114900,114800,115800,116200,116100,116300,116500,116400,116300,116000,115500,115300,115200,114700,114200,114100,114600,115600,116300,115800,115100,114600,114200,113500,112600,111800,111200,111600,111600,111100,111000,111800,112500,112500,112200,112300,112400,111900,111600,111900,112400,112400,111900,111500,111300,111200,111800,112500,113100,114000,114600,114200,114300,115100,115200,115300,116100,117000,117700,118800,120400,121800,122900,123700,123300,121700,120900,120600,119900,119700,119700,119000,118500,118100,117600,117100
"Scranton, PA",,,,,,,,,,,82200,81800,81200,80900,80600,80400,81500,82400,82300,81900,81900,82600,83900,83900,82200,80700,80600,81400,82200,83200,85000,87000,89000,91600,93600,94000,92100,90000,89200,89600,90000,89500,88600,88500,88200,87900,88400,88800,88300,88100,88500,89000,90200,91900,92900,92800,92000,90800,90100,90600,92300,93500,93700,94800,96700,98600,100300,101500,101600,101500,102000,102500,102300,101800,101600,102600,104200,104900,105200,105800,106800,108200,109700,111300,113700,116000,117300,117400,116100,115500,116000,117100,117900,118700,118200,116200,114800,114800,115300,114000,111500,109400,108500,108300,109500,111200,112300,112600,112900,114700,117400,119600,121500,123900,126000,126800,126600,126900,128000,129000,129500,129300,129800,131200,132500,133500,134800,136400,137700,138300,138900,140300,141900,142500,142500,142700,143600,143600,143300,143700,144200,143800,143200,143000,142100,141000,139400,138300,137900,137700,137300,137100,137800,139300,140900,142300,143300,143600,143600,143800,144200,145300,145900,145000,143900,143600,143700,143800,144000,144200,144100,143500,142600,141900,141300,140600,140000,138500,136900,136300,136900,137100,137300,138000,138400,138200,138200,138600,139000,139100,139000,138500,137500,136900,136200,135500,135400,134900,133200,130900,128200,125300,123700,123400,122700,121200,120300,120100,120500,121100,122400,124100,125500,126900,127800,127200,127100,128700,129800,130000,129700,129000,128900,128800,129300,130300,130800
"Augusta, GA",168800,166400,166100,166200,165600,165600,166200,166700,167500,167700,168700,171000,173300,174500,175200,174900,174800,175400,176300,177100,177600,177300,177400,179000,181300,183200,185300,187500,188700,188800,188500,188700,189500,189900,189900,190200,190500,190900,191300,191500,192100,193500,195300,197200,198700,199400,199100,198700,199500,200100,200600,201700,203100,202800,201700,200500,200000,199900,199700,200100,201800,202800,201700,200100,199000,198600,198600,199500,200900,202400,203900,204500,205700,207800,211000,213600,216100,218400,220000,220400,220900,221300,221600,222300,222300,221700,220800,220700,221600,223200,224400,225700,226800,227600,228000,229300,230700,231900,234200,237400,238800,239000,240800,243100,245100,247300,249800,251600,252600,253500,254400,254800,256100,258800,261100,263100,264500,265400,266500,268700,270900,273800,276700,279300,281400,282700,283500,284800,284800,284900,286700,288300,288400,287700,287000,286100,285300,285200,285800,287000,289100,291600,292900,293400,294300,295300,295500,296200,296600,296500,296400,294400,293100,294200,294900,293800,293000,292400,291500,289800,289000,288400,287000,285400,283800,280700,278000,276900,276400,275500,275000,274300,273400,272700,271900,270900,270000,268800,267600,265200,262500,260900,260500,260000,259000,256800,254600,253500,252700,251400,249700,248700,248100,247100,246200,245900,246300,247400,248600,249200,249800,250900,252700,255100,257300,258000,258300,258700,259200,259600,259900,260500,261100,261100,260400,261100,263800,266800,268400,269400,270200,270900,272000,273800,275300,277200,279200
"Harrisburg, PA",92000,92700,93300,94200,95000,94800,94400,94400,94400,94700,95100,95900,96800,96900,96400,96600,97700,99000,99800,99900,100000,100100,100200,100700,101400,101600,101600,101500,101300,101100,102100,103400,104400,104900,104900,104700,104600,105300,106300,107100,107900,108600,108800,108400,108000,107500,107900,108600,108800,109300,110800,111700,111200,110700,110400,110500,110800,111200,111200,111100,111100,112000,112900,113100,113000,112700,112300,112500,113600,114500,115000,115500,115900,115800,115300,115100,115400,115600,115900,116300,117100,118700,120700,122000,123200,124300,125600,127100,128800,130900,132600,133300,134100,135400,137500,139500,139800,138400,137300,136700,136500,136700,137000,137400,138200,139000,139700,141000,143200,145900,148100,150100,151800,153500,155800,157900,158600,159000,158200,156400,155800,156800,157300,157800,158800,159900,160600,161200,161300,161000,161100,162200,164100,165800,166800,166900,167400,168000,168500,168100,168700,169200,169200,168600,167100,165000,164400,165400,166100,165700,165600,166200,165900,164400,163100,162700,162500,162500,162200,161400,160700,160700,160900,160900,160400,159900,159600,159100,158200,157800,158000,158300,157900,157100,156500,156400,156600,156700,156900,156600,155600,154600,153800,153000,151800,150300,148800,147900,147500,147700,147900,148300,148600,148800,148500,147700,146900,146600,146500,146400,147300,148600,149900,150800,151200,151600,152600,153400,154300,155300,156200,156600,156700,158000,159000,161300,164600,166700,166000,166100,166600,167200,166900,166600,166400,166700,167000
"Ogden, UT",146200,145600,145700,146400,147100,147800,149000,150400,151300,152100,152700,153300,154600,156500,157700,159000,160600,162200,164000,165800,166800,167200,168000,169400,170500,170600,170900,171700,172300,171900,171200,171600,172700,172800,172600,173000,173400,173500,174100,174100,173900,174400,175600,176800,178200,180000,181900,183200,183700,184200,184600,184500,184700,185200,185700,186500,187400,188500,189700,190800,191600,191700,191700,192100,192700,193400,194200,194400,194000,193500,192700,192400,192100,191500,191100,191300,192400,193300,192800,190800,189500,189300,189500,190400,192500,194300,195400,196200,196900,197700,198600,199600,200400,200800,201100,201300,201600,202700,204300,205400,205900,205800,206000,206700,207800,208700,209400,209900,210500,211100,212000,213400,214900,216600,218800,221300,224200,227300,230300,233400,236700,240600,244600,248400,252100,256000,259800,263200,266500,270600,274900,278200,281100,284100,287200,289400,291000,292200,294000,296600,298500,299100,299700,300800,301400,301600,301200,299700,297400,294900,292100,289200,286500,283600,280400,277200,273600,270300,267100,264500,262800,262400,262000,262200,260500,259000,257700,255300,252400,251300,250700,250300,249600,248200,246100,243400,242100,240800,239300,238900,238000,235000,233300,233700,233600,231400,230400,230300,229500,228200,227300,226600,227500,229000,230000,229800,230200,232400,232800,230600,229500,230100,231300,231900,233900,236800,238900,239400,240100,240300,241900,244800,247600,249100,249200,251700,253800,251500,246600,244200,243200,243400,243700,244300,244800,245200,245700
"Melbourne, FL",144900,149600,151100,152600,156100,159500,161900,163900,165100,166800,169300,171800,176200,181900,188900,194800,197600,196800,196300,196700,198600,200900,204300,205800,201400,196400,195000,193800,192100,192600,193500,193800,194200,195000,197200,200000,200800,201600,204200,206600,208100,210500,212900,214700,216100,219300,222700,223000,222800,224800,226400,226400,227700,231200,235900,240600,244700,247900,250600,253500,256700,259100,259600,259800,261300,263100,264600,266800,268000,268400,269000,271300,273800,277400,282200,287700,291400,293000,293700,295300,297800,300600,304200,310500,318300,323900,327100,331500,337000,341700,347600,355100,362100,369300,378100,386300,394100,403400,415500,427900,437000,447100,461100,474300,485500,496500,506900,519000,533000,542500,548500,555300,566000,574500,577200,577200,576400,573900,571700,570600,567500,562400,556900,553800,552700,552400,550600,550700,552600,549800,540400,528600,519300,513700,512100,508700,501800,492900,484000,474600,466500,460200,452400,442700,432700,424000,414200,403800,396400,391100,385100,377000,373600,375800,378100,376400,374400,372200,369200,366400,364200,363500,363600,362800,359200,355800,354700,354000,353500,353800,353200,351800,349200,345000,340600,338700,337500,335100,334000,334500,333700,331100,328400,325700,322700,320100,319300,320100,320100,319900,320800,321800,322600,324700,328300,332200,334700,336000,337900,339800,339400,338100,339400,342000,343300,344800,348700,352100,355200,359100,363200,366200,368800,369900,367300,367800,373500,378400,379100,381100,383900,386300,387200,388700,390200,391600,392700
"Jackson, MS",,,,,,,,,,,170600,171400,171700,172000,172300,172200,172400,173300,174300,175500,176900,179000,181200,182000,181700,182100,182100,181600,181500,182000,182500,183200,183700,185400,188100,189000,188500,189700,192800,195300,198300,201800,204400,206300,207600,207700,208500,209100,205100,198800,196500,197500,197800,198300,199000,198000,198600,201200,203000,203600,205000,205600,204100,201600,198800,195200,192000,191000,190600,190500,190600,190300,190200,190500,191700,194600,196300,196000,197100,198800,198500,197500,197100,198600,202000,206100,208600,209800,211700,213600,213500,213100,213600,213600,213000,212300,213500,214200,212600,210300,209600,211000,214900,219200,221600,223700,225800,228500,231400,234000,234600,233600,232400,232900,232900,232300,232300,232900,232500,231100,228800,227400,226900,226600,225700,224100,222500,222100,223800,227100,230100,230500,227500,223000,221200,223600,227500,228500,226800,224700,225800,228400,230100,229700,231000,236200,247000,258200,265400,270300,275600,281900,289700,297700,304700,310700,317400,323400,327200,327900,329000,332500,336400,341600,331300,311600,302000,304300,302100,298800,294800,293100,293400,294800,296500,295900,295300,297000,297300,293800,291400,291500,291300,286200,280000,278100,279200,280100,282200,282800,282900,281700,280100,277500,275700,276200,279200,280800,277500,271700,268800,272000,273500,272600,276400,285100,292800,294000,291800,290600,292500,293300,295800,298700,300900,312100,328100,330700,321600,317900,317400,316700,315800,317800,322700,327200,329400
