RegionName,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02
"Detroit, MI",,,,,,,,,,,105200,105500,105700,106200,106600,106500,107300,108800,109900,110500,111500,112300,112700,113000,113700,114300,114800,115300,116400,117800,118900,119200,119600,120500,121700,122500,122900,123400,124300,125200,126400,127900,128900,129300,129700,130500,131400,132200,132800,133400,133900,134200,134900,135900,136900,137400,138100,138600,139000,139400,140000,140800,141800,142700,143500,144400,145000,145600,146100,146500,146800,146900,146800,146900,147000,147200,147700,148000,148300,148600,148900,149500,150300,151000,151200,151300,151600,152000,152300,152700,153000,153500,153800,154000,154300,154600,154500,154700,154800,155100,155700,156300,156200,156100,156300,156300,156200,156400,157000,157600,157700,157600,157400,157200,157100,156900,156800,156500,155600,154500,153900,153300,152600,151600,150600,149700,149400,149000,148300,147600,146700,145700,144400,143100,141800,140700,139400,138100,136800,135300,133300,131200,129200,127300,125500,123400,121000,118900,117000,114900,112700,110400,108100,106200,104700,103000,101200,99800,98400,96700,95100,93700,92300,91100,90400,89800,89400,89200,88900,88500,88100,87700,87000,86100,85200,84300,83300,82100,81200,80600,80000,79400,78800,78300,77900,77800,77800,77900,78100,78400,78600,78900,79600,80600,81600,82600,83300,84000,84800,85900,87700,89600,91300,92500,93300,93700,94600,96400,98800,100800,102700,104200,105600,106900,108000,108400,108500,109200,110500,111500,112100,112700,113300,114200,114600,114600,114400
"Riverside, CA",112600,112500,112200,112300,112500,112400,112300,112300,112400,113100,114000,114400,114700,115000,115400,115800,116100,116300,116600,117100,117700,118500,119600,120400,120700,121200,121800,122300,122700,123200,124200,125000,125600,126200,127000,127600,128400,129300,130300,131100,132000,133100,133900,134900,136300,137700,139100,140600,141800,142700,143500,144400,145500,146700,147500,148500,149900,151200,152300,153800,155700,157800,159600,161100,162400,163700,165100,166500,168000,169800,171900,173800,175600,177500,179600,181900,184400,186900,189600,192300,194900,197700,200600,203400,206600,209900,213300,216900,220600,225200,230900,237400,243700,249500,255500,262300,269600,277400,285700,294000,302200,309500,315900,321500,326400,331200,336000,340900,345700,350600,356000,361700,367000,372200,377800,383200,388000,392000,395500,398500,400800,402200,402700,402600,402300,401500,399400,396300,392900,390000,387300,384700,382000,378800,374900,370600,366000,360700,354900,348300,341300,334600,327800,319400,310200,301200,292300,284100,276100,267700,259400,251700,244800,238800,232800,227100,222200,218000,214400,211800,209300,207000,205700,205200,205100,205300,205600,205500,205100,204500,203500,201800,200700,200500,200000,199400,199100,198200,197100,196200,195100,194000,192900,191400,189900,188700,188000,187700,187800,187900,188100,188600,189700,190900,192400,194300,196200,198300,200300,202700,205500,208400,211700,215800,220200,224800,230000,235600,241000,246100,250900,254900,258100,260800,263100,265500,268200,271000,273300,275000,276300,277500,278900,280500,282000,283600,285200
"Phoenix, AZ",104400,104800,105000,105300,105600,105800,106200,106600,106800,107500,108400,109000,109400,109700,110100,110400,110700,111100,111500,112000,112500,113300,113800,114100,114300,115000,116000,116700,117000,117500,118200,118600,119200,119900,120500,121100,121800,122400,122700,123300,124200,124800,125300,126200,127200,127900,129000,130400,131300,131800,132300,132800,133200,133600,134000,134300,135000,135700,136200,136500,136800,136900,137000,137100,137400,137800,138200,138800,139500,140200,141000,141800,142500,143200,143800,144300,145000,145600,146300,147000,147700,148500,149400,150100,150800,151500,152100,152700,153300,154100,154800,155700,156700,157900,159300,160700,161800,163300,165100,167600,170500,174100,178300,183200,187900,192600,197800,204500,212600,221600,231300,240800,249600,257200,263500,268400,272100,274300,275200,275500,275500,275300,274500,273400,272000,270100,268400,266800,264700,262200,259900,257500,255300,253200,251300,249700,248100,246700,244900,242600,239400,235500,231100,226700,222400,218400,214400,210300,205900,201700,197300,192500,189400,188000,186000,182700,179300,175600,171800,168500,165900,163700,161700,160100,158600,157400,156300,155000,153600,151900,149700,146900,144100,141300,139000,137100,135700,134900,135700,136700,136700,135900,135200,134300,134000,134200,135000,136400,138200,140000,141900,144100,146400,148900,151800,155100,158300,161700,165000,167400,168900,170100,171500,173700,176900,180600,184400,187900,190800,191900,192000,192500,193300,192700,192100,192200,192600,192900,193300,193800,194400,195700,197400,199100,201000,202400,203400
"Seattle, WA",152400,152200,152100,152000,152000,152200,152700,153400,154000,155000,156200,157300,158400,159700,160700,162000,163600,165200,166600,168000,169400,170700,172000,173000,174100,175700,177200,178300,179400,180800,181700,182600,183900,185200,186500,188200,189800,191000,192300,193700,195200,196500,197800,199400,201000,202600,204200,205400,206200,207200,208300,209300,210400,211500,212400,213300,214300,215300,216400,217500,218500,219500,220500,221200,221900,222600,223400,224200,224800,225500,226500,227200,227900,228500,229300,230200,231200,232200,233300,234500,235700,236800,237800,239100,240400,241400,242200,243500,244600,245500,246800,248100,249800,251900,254100,256100,258300,260800,263300,265800,268300,270900,273800,277100,280400,283600,286900,290700,294900,299400,304200,309100,313600,318200,323000,327800,332300,336600,340700,344900,348700,352300,356000,359500,362800,365600,368100,370200,372200,373600,375200,376700,377900,378600,378900,378900,379000,377900,375800,373400,370900,368200,365200,362200,359200,356100,352700,349700,347300,344500,341000,337000,333400,330400,327200,323200,319200,316000,313100,310500,308700,307900,307500,307100,306400,305600,304600,303700,302400,300800,298700,296000,292600,289500,286900,284700,282600,280600,278100,275200,272400,269700,267300,265200,263200,261600,260700,259900,259100,258700,259700,261900,264300,266800,269000,270800,272900,275100,277500,280000,282400,284800,287500,290000,292800,296200,300700,305300,309300,312300,314800,316600,318500,320000,321100,323100,325900,327900,328800,329900,331400,332700,334300,336700,339100,341500,343900
"Minneapolis-St Paul, MN",111900,112300,112800,113100,113200,113500,113900,114300,114700,115400,116100,116500,116800,116900,116800,116700,116900,117300,117800,118600,119400,120400,121500,122300,122800,123100,123400,124100,124800,125600,126300,127300,128500,129700,130800,132100,133100,134300,135800,137600,139200,140600,141900,143200,144300,145600,147100,148500,150000,151600,153100,154400,155900,157600,159200,160500,161800,163200,164900,166900,168900,170800,172600,174100,175700,177300,178600,179900,181200,182400,183400,184500,185800,187200,188600,190100,191700,193200,194800,196400,197900,199200,200500,201700,202900,204300,206000,207600,209100,210500,211800,213100,214400,215600,216900,218200,219400,220700,222300,224000,225400,226300,227300,228500,229700,230900,232200,233400,234400,235000,235800,236500,237100,237700,238300,238600,238800,239300,239900,240500,241000,241300,240900,240000,239300,238800,238300,238000,237600,237100,236600,236000,235400,234900,233700,232200,230900,229800,228300,226600,225000,223200,220800,218100,215600,213400,211800,210400,208900,207200,205600,204100,203000,202200,201500,200700,199900,199100,198500,198000,197600,197200,197100,197000,196400,196000,195500,194800,194300,193600,192300,190800,189200,187500,185900,184500,182800,181000,179600,178300,176600,174700,173000,171600,170600,169900,169200,168800,168700,168600,168900,169300,170100,171300,172600,173900,175300,176700,178000,179300,180700,182300,183500,184400,185500,187000,189100,191500,193800,195800,197800,199500,200600,201300,201900,202700,203900,205100,206000,206800,207600,208200,208800,209400,209900,210600,211400
"San Diego, CA",163600,163600,163500,163200,162900,162600,162300,162000,162100,162900,163900,164400,164800,165300,165900,166600,167600,168800,169800,171400,173300,175500,177700,179700,181100,182500,183600,184800,186400,188000,189700,191800,193600,195100,196700,198600,200500,202700,204700,206500,208400,210400,212600,214900,217300,220200,223700,227200,230400,233600,236900,239900,242700,245700,248800,251600,254200,257000,260200,263400,265900,268000,270300,273100,275800,278100,280700,283700,287000,290600,294300,298300,302400,307000,312900,319500,325700,331900,338300,344400,350000,354900,359200,363200,367400,371200,374400,378500,384100,390900,398600,407000,415700,424700,433700,443100,454300,467200,480200,492000,501900,509500,515100,519100,522200,525100,527700,530200,532200,533400,534400,535600,536800,537900,538500,538100,537500,537400,537300,536800,536500,536000,533400,529400,525500,522000,518600,516400,514500,513200,513000,511900,508600,504300,500100,496100,491600,486000,480700,475500,469100,461200,452000,442100,433300,425900,419100,412200,405300,398800,392400,385700,380500,376800,374100,371300,368600,366000,364900,364900,365800,367800,370100,372500,374800,376300,377400,378800,380200,381000,380500,379100,377300,375100,372500,370000,367200,364000,361600,359600,357400,354700,351900,349900,348900,347900,347100,346900,347400,347900,348900,350200,351800,353800,356500,359400,362600,366700,370900,374600,378600,383700,389600,396700,404500,412300,419900,427000,432600,436900,441300,445500,449400,452000,453300,454600,456700,457900,458000,458000,458300,459400,461300,464400,467800,471200,474100
"St. Louis, MO",81100,81300,81500,81700,81800,82000,82100,82400,82700,83000,83300,83700,84100,84600,84700,85000,85400,86000,86600,86900,87300,87800,88500,88900,89300,89500,89800,90000,90400,90800,91300,91700,91900,92300,92900,93500,94100,94800,95700,96500,96900,97300,97900,98600,99400,100200,100900,101500,102200,103200,104100,104700,105300,105800,106400,107200,107800,108400,109300,110000,110600,111300,112200,112900,113500,114200,114800,115400,116200,116900,117700,118600,119500,120400,121200,122100,122900,123700,124400,124800,125300,125900,126800,127900,128600,129100,129900,130900,132000,133200,134400,135600,136800,137200,136800,136400,136500,137000,137700,138700,139700,140400,140800,141200,141900,143000,144300,145400,145900,146000,146200,146800,147500,148300,149500,150400,151200,152000,152400,152500,153000,153600,154100,154200,154400,154700,154900,155000,155300,156000,156800,157600,158300,158300,157700,156700,155700,154600,153600,152800,152500,152300,151900,151300,150900,150700,150500,150000,149500,149000,148600,148100,147800,147500,146900,146100,145100,144300,143500,143000,143000,143100,142900,142600,141100,138900,137800,138100,138300,138400,138300,138100,137100,136000,135200,134200,133200,132800,132200,130900,130000,129200,128600,127800,127000,126200,125800,125500,125300,124700,124000,123700,123400,123100,123300,123600,123900,124200,124300,124400,124200,124000,124100,124300,124600,125300,126200,126800,127000,127200,127200,127200,127600,127900,127800,128600,129500,129600,128900,128600,128800,129100,129400,129900,130700,131700,132500
"Tampa, FL",74800,74700,74700,74700,74600,74400,74300,74500,74700,75000,75300,75500,75600,75900,76200,76400,76600,76900,77300,77500,77800,78400,79300,79800,80000,80400,80800,81100,81400,81800,82300,82700,83200,83800,84300,84900,85500,86100,86400,86600,87100,87800,88300,89000,89600,90100,90500,91300,92200,92800,93400,94400,95300,96000,96700,97600,98400,99200,99900,100800,101600,102400,103500,104500,105300,106000,106900,107900,108800,109800,110800,111900,112800,113800,114800,115800,116800,117700,118600,119500,120600,121900,123200,124400,125700,127100,128300,129300,130400,131400,132600,133700,134800,136100,137600,139000,140800,142900,145000,147400,150200,153200,156200,159300,162500,165600,168800,172300,175800,179300,182900,186700,190800,195000,198700,202200,205400,208400,211000,213300,214800,215600,216000,216400,216200,215300,214200,212600,210400,208000,205900,204000,202000,199800,197400,194800,192300,190000,187700,185300,182600,179400,175700,172200,168900,166100,163300,160300,156900,153700,150800,147800,145400,143900,142200,139900,137800,136000,134400,133100,131900,130900,130200,129900,129700,129500,129300,129000,128500,127900,127400,126800,126000,124900,123700,122500,121100,119600,118400,117300,115900,114300,113000,112000,111200,110400,109800,109500,109400,109500,110000,110500,111200,112200,113100,113900,114600,115300,116100,117000,118000,118900,119800,120700,121900,123200,124700,126500,128200,129800,131700,133500,134900,136000,136700,137900,139800,141700,142800,143600,144500,145100,145700,146400,147200,148000,148600
"Baltimore, MD",119700,119600,119300,119100,119000,119000,119100,119100,118900,118900,119100,119100,119000,118900,118700,118700,118900,118900,118800,119100,119600,120100,120500,121000,121500,121700,121700,121700,121600,121700,121800,122200,122500,122900,123600,124300,124800,125100,125200,125400,125600,125900,126200,126400,126700,127400,128100,128800,129400,130100,130800,131400,131800,132200,132900,133500,134400,135300,135800,136400,137000,137800,138500,139100,139900,140900,141900,142900,143800,145000,146400,147500,148700,150300,152000,153600,155200,156600,158000,159800,161700,163400,165100,167000,168600,170300,172300,174300,176500,179000,181600,184000,186500,189200,192000,194800,197800,201000,204700,208800,213100,217100,220900,225200,229500,233500,237500,241600,245900,250200,254600,259300,264000,268200,271700,274600,277100,279400,281500,283600,285300,286500,287500,288200,288600,289000,289300,289400,289300,289100,288900,288800,288800,288900,288500,287600,286400,285200,283900,282400,280700,279200,277800,276100,274500,272800,270800,268500,266300,264200,262900,261500,259900,258600,257500,256200,254800,253300,252000,250900,249900,249100,248600,248400,248000,247100,246100,245400,244900,244400,243300,242100,240800,239600,238100,236600,235400,234200,233200,232300,231000,229400,228000,226500,225200,224200,223000,221900,221300,221200,221100,220900,220600,220900,221500,222200,222900,224000,225000,225900,226700,227400,228000,228700,229700,230600,231700,233200,234400,235100,235900,237100,238100,238900,239000,239200,240000,240800,241200,241900,242400,242700,242600,242600,242800,243400,244100
"Denver, CO",132300,132400,132300,132300,132800,133300,133900,134300,134800,135300,135900,136500,136800,137300,138000,138800,139500,140600,141600,142400,143300,144600,145900,146600,147100,147800,148400,149200,150100,150900,151600,152700,154200,155800,157300,159100,161000,163000,165100,167200,169000,170700,172400,174500,176400,178400,180200,181900,183900,186200,188500,190600,192400,194200,196400,198500,200400,202300,204100,205900,207600,209400,210700,211700,212800,213700,214100,214300,214400,214600,215200,215900,216500,217000,217700,218300,218700,219200,220000,220400,220500,220700,221100,221300,221300,221200,221000,221000,221300,221700,222200,222700,223500,224100,224600,225000,225500,225900,226300,226800,227300,227900,228300,228800,229500,230400,231100,231800,232500,232700,232800,232900,233200,233400,233800,234100,234500,234900,235400,235800,235700,235500,235400,235200,235000,234600,234100,233900,233900,233800,233500,233200,232800,232500,232500,232200,231600,230900,230200,229500,228300,226800,225000,223600,222600,222200,221800,221700,221300,220600,219600,218300,217200,216400,215600,214900,214600,214400,214500,214700,215100,215500,216200,216800,217200,217800,218500,218800,218800,218500,217600,216700,215900,215000,214000,213000,212100,211000,210300,209800,209200,208500,208100,207600,207300,207300,207500,207800,208500,209400,210500,212000,213700,215300,216800,218000,219300,220700,222200,223600,225100,226300,227600,229400,231500,233600,236100,238600,241000,243200,245200,246900,248700,250300,252300,254700,257200,259100,261200,263700,266200,269200,272700,276600,280500,285000,289200
"Pittsburgh, PA",69800,70100,70100,69800,69800,70100,70100,69900,69900,70000,70200,70400,70700,71000,71300,71500,71800,71900,72000,72100,72600,73100,73500,73700,74100,74300,74200,74400,74700,74700,75100,75900,76800,77000,77200,77500,77800,77900,78100,78300,78400,78400,78600,78500,78600,79200,79800,79800,79500,79500,79900,80200,80400,80700,81400,82200,82700,82900,83200,83400,83800,84300,84700,84900,85300,85500,85600,85600,85700,86000,86500,86900,87300,87600,88100,88600,89100,89700,90000,90300,90500,90500,90700,91400,91900,91900,92200,92600,93000,93400,93800,94200,94800,95400,95700,95800,96300,97000,97600,98000,98300,98600,99100,99300,99400,99700,100200,100600,100700,100700,100800,101200,101700,101900,102100,102500,102900,103200,103300,103700,104100,104300,104500,104500,104500,104900,105300,105700,105700,105800,106100,106400,106300,106600,107000,107200,107300,107200,107200,107300,107300,107200,107100,107200,107400,107500,107500,107500,107800,108100,108000,107900,108100,108500,108400,108100,108000,108000,108200,108300,108500,108800,109200,109400,109400,109500,109600,110200,111300,111900,111900,111800,111800,111600,111400,111400,111700,111900,112000,111900,111700,111600,111500,111500,111500,111500,111600,111600,111700,111500,111300,111400,111600,111600,111500,111600,111700,111600,111500,111400,111300,111400,111600,112000,112500,112900,113600,114600,115300,116000,117000,118100,119100,120200,121300,121700,121500,121800,122600,123100,123500,123800,124000,124400,124700,125000,125300
"Portland, OR",141000,141400,141800,142400,143000,143500,144000,144600,145400,146300,147300,148200,148900,149600,150300,150900,151600,152300,153200,153900,154500,155300,155900,156000,156000,155900,156000,156200,156600,157100,157600,158200,158800,159200,159900,160800,161400,161800,162100,162500,162600,162300,162000,162300,162400,162600,162900,163500,164000,164700,165300,165900,166100,166300,166400,166600,167100,167900,168700,169200,169600,170200,170800,171100,171500,172100,172700,173200,173800,174600,175400,176400,177200,177500,177900,178500,179200,180000,180800,181600,182500,183300,184200,184900,185700,186400,187300,188300,189400,190500,191700,192800,194100,195200,196500,197900,199500,201300,203200,205100,207200,209600,212200,214900,217600,220300,222800,225700,229000,232800,237000,241300,245800,250300,254700,258700,262600,266000,268900,272000,275400,278500,280800,282800,284600,285900,287000,288500,289600,290300,290900,291700,292300,292200,291900,291800,291400,290500,289300,288000,286500,285000,283900,282500,280700,279000,277600,275700,273500,271300,269100,266000,263100,261700,260800,258900,256800,254800,253200,252100,251300,250500,249800,249600,249600,249300,248500,247400,246200,245000,243200,241100,238600,236400,234600,233400,232000,230200,228500,226800,224800,223200,222000,221100,220600,220400,220100,220100,220000,220000,220400,221400,222600,223900,225300,226900,228200,229600,231200,232900,234400,235700,237300,239700,242400,245500,249200,252800,256000,258400,260100,261300,263000,264900,266300,267800,269900,271200,271100,270800,271800,273300,274900,276600,277900,279500,281400
"Sacramento, CA",142600,142600,142900,143200,143200,143400,143700,143700,143700,143900,144100,144200,144300,144800,145200,145400,145900,146600,147000,147400,148500,150200,152000,153500,154300,155100,155500,155800,156000,156700,157500,158200,158700,159400,160400,161200,161900,162500,163300,164700,166700,168400,169900,171700,173900,176200,178200,179900,181700,183700,185600,187700,189600,191100,193400,196300,199100,202400,206300,210300,214200,218000,221400,224600,228000,231000,233000,234700,236500,238500,240700,242900,245100,247400,249900,252300,255200,258700,262300,265900,269700,273500,277200,280700,284200,287600,291300,295000,298300,301700,305700,310600,315400,319900,324600,329700,335500,342100,349400,357100,365400,373400,380900,388200,395000,400900,406400,412400,418200,422600,426400,430500,434100,437100,439800,441900,442300,441500,439800,437900,435500,433100,430300,426900,422200,416900,411900,407700,403000,398900,396400,394500,392200,389700,386500,382000,377900,374100,369900,365300,360400,354300,346900,338800,331200,325300,320400,315600,310400,305200,300000,294200,290600,290000,289600,287200,284700,281500,278000,274900,272800,271200,269600,268000,266300,264700,263500,263000,262500,261400,259800,257900,255700,253800,252300,251000,249000,246500,243700,240700,237700,235000,232700,231100,229900,228500,227500,227300,227300,227100,227500,228500,229400,230700,232700,235100,238000,241400,244300,247300,250700,254700,259000,263800,269400,275500,282300,289000,294900,299300,303200,306700,309400,310600,311400,313200,316200,318500,320000,321000,322300,324200,326400,328600,330800,333300,335700
"Orlando, FL",92300,92400,92400,92400,92600,92600,92500,92600,92900,93400,93800,94100,94600,94900,95100,95400,95800,96200,96700,97200,97900,98600,99200,99800,100000,100000,100000,100000,100200,100400,100800,101400,101900,102600,103300,104100,104900,105700,106500,107100,107700,108500,109200,109700,110200,110800,111600,112300,113000,113700,114400,115200,115800,116600,117400,118200,118800,119500,120300,121200,121900,122600,123500,124300,125000,125600,126400,127000,127600,128500,129400,130000,130600,131400,132300,133000,133700,134600,135500,136500,137600,138700,139800,140900,141900,142500,143200,144000,144900,145800,147000,148400,149800,151400,152900,154200,156200,158600,161100,163800,167200,170400,173600,177000,180800,184600,188700,193700,199400,205500,212300,219500,226100,232500,238800,244600,249200,252500,255500,258700,261300,262600,262800,262600,261800,260300,258500,256900,255300,254000,252500,250900,248900,246600,243900,241300,238600,235700,232600,229700,225900,221300,216100,210800,206000,201400,197000,192500,187700,183100,178500,173500,169600,167600,165900,163300,160100,157100,154500,152000,149900,148500,147300,146300,145300,144600,143900,142600,141000,139800,138900,137800,136800,135900,134800,133300,131800,130200,128700,127400,126500,125300,123900,122900,122200,121400,120800,120900,121100,121100,121200,121300,121800,122800,124100,125300,126300,127500,129100,130700,131900,133100,134700,136600,138300,139900,141900,144000,146100,148100,150000,151900,154000,155800,156700,158200,160700,163100,164400,165400,166200,167100,167700,168400,169100,169700,170100
"Cincinnati, OH",99600,99800,100000,100100,100400,100500,100700,100800,101100,101300,101600,102000,102500,102600,103000,103400,103700,104000,104400,104700,105000,105400,105900,106400,106700,107100,107500,107700,108100,108600,108900,109200,109500,110000,110600,111100,111800,112500,113100,113600,114100,114500,115000,115600,116100,116500,116800,117200,117800,118200,118600,119100,119500,119800,120000,120200,120500,121000,121500,121900,122100,122300,122800,123200,123400,123700,124100,124500,124800,125100,125600,126100,126500,126900,127200,127400,127700,128200,128600,129100,129700,130000,130300,130600,130800,131100,131500,132000,132400,132700,133000,133300,133700,134400,134800,135100,135400,135700,135800,136000,136200,136700,137000,137500,138100,138800,139400,139900,140200,140500,140900,141100,141400,141700,142100,142400,142600,142500,142400,142600,142900,143000,143000,143100,143400,143400,143400,143300,143200,143000,142700,142400,142300,142400,142400,142300,142100,141900,141900,141700,141100,140300,139600,139000,138300,137500,136800,136500,136100,135600,135000,134300,133400,133000,133000,132700,132200,131900,131800,131600,131200,131100,131100,131100,131100,131200,131200,131000,131200,131500,131700,131800,131700,131300,130900,130600,130400,130000,129800,129500,129100,128800,128400,128000,127700,127500,127200,127100,127300,127200,127100,127300,127500,127400,127300,126900,126600,126300,126100,126000,126400,126900,127200,127300,127500,127700,128100,128700,129300,129900,130300,130600,131000,131600,131800,132200,133200,134100,134600,135000,135400,136000,136400,136900,137200,137600,138000
"Cleveland, OH",103900,104100,104500,105000,105500,106000,106300,106600,106900,107300,107800,108400,108900,109400,109800,110000,110200,110500,110800,110800,111000,111600,111900,112100,112400,112400,112300,112600,113000,113200,113600,114300,114800,115200,115800,116300,116600,117200,118000,118500,119000,119300,119500,119800,120400,120900,121400,121800,121900,122300,123000,123300,123400,123700,124100,124100,124300,124600,124900,125100,125500,125700,125800,126100,126400,126600,126900,127200,127500,127700,127700,127900,128300,128600,128900,129300,129600,130100,130700,131000,131500,132100,132500,132900,133500,134100,134800,135500,136000,136300,136800,137300,137600,137700,137800,138100,138300,138400,138400,138600,138900,139300,139500,140000,140600,140900,141400,141800,142100,142400,142600,142500,142700,142700,142800,142800,142900,143000,143100,143100,142900,142400,142100,141800,141400,141100,140700,140100,139700,139500,139300,139200,139200,139300,138800,138000,137300,136700,136300,135500,134200,132900,132000,131100,130100,129300,128700,128400,128200,127600,127100,126900,126900,127100,127000,126700,126300,126000,125600,125300,125300,125200,125200,125300,125300,125200,125100,124900,124600,124300,124000,123600,123300,123000,122400,121700,121100,120400,119700,118800,118000,117400,117100,116600,116100,115600,115100,114900,114600,114100,113300,112900,112900,113000,113200,113200,113300,113500,113600,113600,113800,114000,114200,114300,114600,114900,115500,116000,116400,116800,117200,117300,117500,118100,118600,118900,119500,119900,120100,120300,120300,120100,120100,120300,120100,119800,119700
"Las Vegas, NV",124200,123800,123300,123100,123000,123000,123300,123600,124100,124800,125300,125800,126100,126200,126100,126000,126000,126100,126300,126500,126600,126900,127300,127400,127400,127300,127800,128700,129500,129900,130200,130200,130000,130200,130600,131100,131400,131800,131900,131900,132200,132800,133400,134100,134800,135400,136000,136700,137300,137600,137800,138000,138500,139200,139900,140600,141400,142300,143000,143700,144300,144900,145500,146100,146700,147500,148400,149700,151100,152400,153300,154000,154600,155100,155700,156100,156700,157500,158600,160000,161500,162900,164200,165400,166600,167900,169200,170800,173200,176200,179300,183000,187700,193000,199100,207100,216700,227700,239700,251100,260100,266700,272300,276300,278200,278900,280200,281700,283400,285000,286600,288400,290400,292600,294800,297300,299900,302300,304100,305200,305700,305800,305400,304900,304200,302900,301500,300000,298200,296200,294000,291300,288500,286000,283500,281000,278300,274800,271200,267500,263000,258000,252500,246700,240300,233700,227200,221000,215000,209500,203800,197000,191000,187100,183300,178300,172800,167000,160900,155100,150300,146800,144100,142500,141300,140300,139400,138700,138100,137200,136000,134700,133400,132300,131100,130000,129000,127700,125900,123900,122200,120900,119700,118700,118000,117000,116100,115600,115200,114700,114600,115200,116100,117000,118500,120300,122400,124300,126300,128500,130700,132700,135400,138500,141500,144600,148200,152200,156100,159700,163000,165600,167500,169000,170200,171600,173600,176000,177800,178900,179800,181100,182500,183800,185100,186500,187600
"San Jose, CA",248900,249100,249400,250300,251400,252700,254500,257000,260000,262900,265500,268300,270900,273300,276500,281100,286200,290900,295500,300000,304200,308000,311500,313800,317300,322400,325800,326800,328300,330800,333400,336400,339200,341700,343200,344300,345800,348300,352800,359700,367200,375300,384300,393500,402700,413400,426100,439000,451900,464300,475400,483900,491000,498100,506100,513400,519000,522400,523300,522100,519000,514300,508300,501900,496900,493500,489300,483500,478200,476000,477800,482700,490300,499400,507700,513700,516700,518300,519500,520200,519600,518100,516400,515100,513300,511300,510600,512600,516300,520100,523400,527800,534500,543200,552400,560300,567300,575000,584300,594800,605100,613400,620700,629000,639000,649500,659300,669300,679800,689300,697400,705000,712200,718300,723600,728400,731900,733900,735100,736100,735900,734300,732400,731200,730200,730100,730900,732600,734900,737700,739800,741100,741500,740900,739000,736100,732500,729200,726500,724600,720100,712200,704000,696700,688900,680800,671600,661300,650700,641100,631800,621500,612100,605500,599300,591500,583700,577600,573700,572000,572200,573200,575500,578500,581500,584200,586800,588800,591100,593700,596100,596200,594900,592600,589600,586200,582900,578500,573200,568300,564000,560400,557800,556500,556200,556800,558300,560600,562500,564600,568800,574500,579700,584600,591200,600200,609800,618300,626500,635000,643200,651400,661200,672600,685300,698500,712200,724600,734700,743500,750200,754600,758500,762000,765000,771400,781200,789900,795800,799600,804700,811100,817700,824500,833200,843400,852800
