RegionName,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02
"Columbus, OH",104100,104300,104800,105400,105700,105800,105900,105900,106100,106300,106600,106900,107100,107300,107300,107400,107700,108200,108800,109200,109500,109800,110400,111000,111400,111600,111900,112100,112500,112900,113200,113600,114300,114700,114900,115300,115800,116400,117000,117300,117400,117700,117900,118300,118900,119700,120400,121100,121900,122300,122400,122700,123200,123700,124100,124600,125000,125400,125900,126300,126600,127000,127600,128000,128400,128600,128900,129300,129700,130300,130600,130800,131100,131600,132000,132500,132800,133200,133700,134100,134300,134600,135100,135400,135700,136000,136300,136600,137200,137700,138000,138300,138800,139300,139900,140400,140700,141000,141400,141900,142500,143000,143500,143900,144200,144600,145000,145200,145500,145900,146100,146300,146300,146300,146400,146400,146500,146600,146600,146900,147200,147400,147400,147400,147000,146600,146400,146300,146000,145900,145900,145800,145500,145200,144900,144600,144600,144500,144100,144100,144000,143500,142600,141800,141200,140600,140200,139800,139400,139000,138500,138100,137900,137600,137300,137100,136900,136700,136600,136700,136900,137100,137200,137200,137100,136900,136600,136300,136000,135900,135800,135300,134600,134300,133800,133000,132300,131600,131000,130600,130200,129700,129100,128600,128000,127500,127200,127000,126700,126600,126600,126900,127100,127200,127400,127600,128000,128200,128400,128200,127900,127900,128300,128500,129000,129900,130900,132000,132900,133900,135200,136900,138600,139600,140100,140700,141600,142100,142400,142800,143100,143400,143800,144100,144300,145200,146300
"Charlotte, NC",97600,98100,98700,99400,100100,100600,101300,101800,102300,103100,104300,105300,106200,107300,108100,108600,109300,110100,110800,111400,111800,112500,113500,114500,115000,115600,116300,116900,117700,118800,119900,121000,121600,121800,122100,123100,123900,124400,124900,125700,126400,126600,126600,126900,127500,127900,128200,128300,128400,128700,129000,129400,129700,130200,130900,131300,132000,132600,132600,132300,132400,132500,132500,132500,132700,133000,133100,133000,133100,133400,134000,134200,134400,134600,135100,135600,135700,135200,135000,135000,135200,135600,135800,135800,135900,136200,136500,136600,136800,137300,137900,138600,139000,139100,139400,140000,140400,140700,140900,141000,141300,141700,142100,142500,143000,143200,143300,143600,144000,144200,144400,144900,145500,145800,146200,146900,147500,148200,148600,148900,149400,150000,150800,151600,152400,153000,153600,154100,154700,155500,156700,157500,158300,159000,159700,160100,160500,161000,161300,161100,160700,160400,160400,160300,160200,160200,160000,159500,158900,158000,157100,156100,155500,155200,154700,154100,153700,153100,152300,151500,151100,150800,150600,150400,149900,149100,148300,147900,147500,147000,146400,145700,144900,144400,144000,143400,143000,142600,142400,142000,141000,140300,140200,139900,139700,139400,139100,139000,139200,139300,139100,139000,139000,139200,139600,140000,140300,140700,140900,141200,141700,142100,142500,143300,143600,143700,144200,145100,145900,146600,147700,148700,149300,149900,150500,150900,152000,153500,154500,154900,155400,155800,156400,157100,157600,158200,158900
"Indianapolis, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142200,142300,142200,142200,142400,142800,143400,143800,144000,144100,144200,143900,143300,142900,142700,142700,142800,143200,143300,143300,143300,143300,143200,143500,144000,144700,145500,147700,143100,133900,129300,130700,131000,131400,132000,132500,132800,133200,133700,134000,134600,135700,137000,138400,139600,139400,138900,138900,139300,139400,139100,138600,139000,139600,139200,138000,137500,137500,137600,137600,137500,137400,137200,136800,137000,137800,138200,137700,137400,137300,137100,137000,137100,137100,136900,136600,136600,137200,137500,137100,136700,136400,136000,135300,134300,133400,132400,131400,130600,130100,129500,128600,127600,126500,125600,125200,125200,125300,125200,125000,125300,125800,126100,126100,125800,125600,125900,125600,124900,124400,123800,123100,122500,121700,120900,120100,119900,120100,120200,120000,120000,119800,119000,117900,117200,117200,117300,117200,117200,117900,118300,118300,118300,118100,120300,124000,125700,125100,124900,125500,126800,127900,128500,129200,129800,130100,129900,129600,129400,129300,129400,130500,130900,129900,128900,128700,128300,128100,128000,128000,128000,128500,129100
"Virginia Beach, VA",98000,97900,98000,98300,98300,98300,98500,98600,98600,98900,99200,99300,99400,99500,99500,99500,99700,99800,99900,100100,100600,101000,101300,101500,101700,102000,102200,102400,102500,102700,103100,103400,103800,104300,104800,105200,105700,106300,106700,107100,107400,107800,108100,108400,108700,109200,109800,110300,110600,111000,111300,111700,112100,112600,113000,113400,113700,114100,114900,115900,116500,117200,117800,118200,118500,119000,119700,120300,121200,122200,123100,123900,124800,125800,126800,127700,128800,129800,130700,131600,132800,133900,134900,136000,137400,138500,139600,141000,142700,144300,146100,148000,149900,152100,154500,156700,159200,162000,165200,168700,172000,175400,179000,182500,185900,189300,192600,196000,199700,203400,207100,210800,214800,218400,221700,225100,228000,229800,231400,233000,234400,235700,237100,238200,239000,239500,239600,239500,239700,240300,241100,241900,242300,242400,242400,242500,241800,241000,240900,240900,240000,239300,238800,237900,236900,235800,234500,233100,231700,230600,229400,228400,227500,226700,225800,224900,224300,223900,223300,222900,222800,222700,222200,221700,221500,221200,220700,220000,219400,218800,217700,216200,214900,214000,213000,212200,211200,210000,208900,208000,207300,206900,206500,205600,204800,204500,203900,203300,202800,202100,201000,200600,200500,200100,199600,199500,199400,199000,198600,198500,198900,199200,199600,200100,200500,201100,201900,202700,203500,204300,205200,205800,206200,207000,208400,209000,208500,208000,208100,208300,208500,208700,208900,209300,209500,210200,211300
"Providence, RI",119800,120000,120000,120000,119800,119600,119500,119300,119200,119600,120200,120400,120300,120000,119900,119900,119900,119900,120000,120400,121000,121600,122400,123000,123400,123800,124100,124400,124600,124900,125400,126100,126800,127800,128700,129500,130300,131200,131900,132600,133300,133900,134400,135700,137400,138900,140500,142100,143400,144400,145300,146100,147100,148800,150500,151800,153000,154400,156000,157600,159500,161700,164000,166200,168700,171500,174200,176500,178500,180400,182700,185500,188400,191200,194600,198500,202300,206000,209700,213100,216500,220100,223600,226800,230100,233500,237100,240900,244600,247900,251200,254300,257300,260200,263100,265700,268400,271400,274700,277800,280700,283300,285900,288800,291300,293100,295100,297300,299400,301000,301800,302300,302800,303100,303100,303200,303100,302600,301800,301300,301400,301500,301200,300300,299000,297700,296300,295000,294200,293700,292600,291100,289500,287800,286100,284600,282700,280400,278400,277200,276100,274600,272100,269100,265600,262100,258800,256000,253600,251400,249000,245500,242500,241700,241700,241400,241200,240900,240700,240300,239900,239800,239900,240400,240700,240300,240100,240300,240300,240100,239300,238200,237300,236300,235000,233800,232400,230700,229300,227800,226100,224500,223300,222300,221600,221200,221100,220900,220100,219200,218000,216900,216100,215800,216000,216500,217000,217100,217100,217300,217800,218100,218200,218200,218700,219300,220600,222300,223700,224600,225500,226300,227200,228100,228400,228600,229500,230500,230800,230600,230100,229700,229400,229100,228600,228300,228300
"Nashville, TN",91200,92100,93000,93600,94100,94700,95200,95300,95400,95800,96600,97400,98100,98500,98800,99300,99900,100500,101000,101800,103000,104200,105000,105900,107000,108100,109200,110200,111200,112300,113300,114100,114500,114700,114900,115100,114900,114900,115200,115600,115700,115900,116200,116600,117100,117900,118900,119600,120100,120500,120600,120700,120800,120800,121000,121300,121500,121800,122100,122200,122300,122300,122600,123100,123400,123600,123800,124100,124200,124300,124500,124900,125500,126100,126500,126600,126800,126900,127000,127200,127500,127800,128100,128300,128600,128900,129100,129300,129600,130100,130700,131400,131900,132400,132700,133100,133600,134200,134600,135200,136000,136700,137200,137800,138500,139100,139700,140500,141100,141600,142400,143400,144400,145500,146400,147300,148200,149000,149900,151000,152000,152800,153600,154400,155100,155800,156700,157400,158100,158800,159300,159800,160100,160300,160500,160500,160400,160300,160100,159800,159400,159200,158900,158600,158300,158100,157900,157600,157300,157100,156700,156100,155700,155700,155700,155500,155400,155300,155100,155000,154900,154700,154800,154800,154700,154500,154200,154000,154000,154000,153900,153600,153000,152000,151300,150800,150500,149900,149400,149100,148700,148100,147700,147400,147400,147200,147000,147100,147200,147100,147300,147600,148000,148200,148700,149100,149500,150000,150400,150800,151300,151700,152400,153200,154000,154700,155700,156600,157500,158800,160100,161400,162300,163000,163400,164100,165200,166500,167300,167800,168700,169800,171100,172400,173600,175100,176400
"Milwaukee, WI",,,,,,,,,,,,,,,,,122900,123800,125100,126900,126800,125100,124600,126000,127400,128600,129500,130400,131300,132100,132500,133000,132000,130100,129700,131200,132700,133800,134700,135600,136600,137400,137800,138200,137800,136800,136900,138600,139900,140700,141300,142100,143000,143900,144500,145100,144700,144000,144400,146100,147400,148300,149200,150500,151900,152900,153500,154100,154400,154600,155300,156300,156900,158000,159300,160200,161300,162600,166300,172000,176300,177400,178000,178600,179300,180600,182200,183100,183200,183200,182900,182800,182800,182600,182200,181900,182300,183000,183800,185000,185700,186200,186700,187200,187800,188600,189300,190200,191200,192200,192800,193500,194900,196900,198000,198000,198200,199100,200100,200800,201600,202000,201900,201600,201600,201500,200900,200200,200000,200000,200300,200600,201200,201900,202200,202000,201600,201200,200900,200300,199600,199200,198700,197800,196500,195500,195200,195600,195900,195600,195300,194800,194000,193500,193300,193000,192100,191000,190100,189400,188700,188200,187800,187600,187400,187100,186600,186100,185800,185700,185200,184700,183900,183100,182000,181400,180800,180200,179700,179500,178700,177500,176500,175600,174900,174500,174000,173700,173600,173400,172900,172500,172100,171800,171600,171500,171500,171700,171900,172300,172700,173200,173300,173600,174600,175700,176500,177400,178100,178400,179000,179800,180400,181200,182300,183100,183500,184200,184700,184700,184500,184500,184900,184800,184200,183600,183500
"Jacksonville, FL",84900,85500,86100,86600,87000,87100,87100,87300,87500,87500,87700,87900,88200,88200,88300,88600,88900,89000,89200,89500,89700,90500,91700,92200,92400,92700,92800,92700,92700,93000,93400,93800,94500,95300,95800,96300,97000,97800,98300,98600,99200,100200,101100,101700,102000,102800,103800,104500,104800,105400,105900,106400,106700,107100,107600,108400,109500,110500,111000,111500,112100,112900,113800,114800,115700,116600,117400,118200,118800,119400,120300,121200,121900,122600,123500,124300,125000,125700,126600,127500,128300,129300,130500,131600,132200,133100,134300,135700,136900,137900,138900,140100,141500,142800,143900,145300,147000,148500,150000,152000,154200,156400,158400,160500,162600,164700,166900,169200,172000,174800,177400,180100,183100,186100,188900,191700,194400,196700,198700,200800,203100,205200,206600,207300,207600,207900,208300,208000,206700,205100,203700,202400,201000,200200,199100,197700,196200,194800,193400,192000,190200,188300,186800,185200,183100,180800,178800,177100,175100,172800,170500,168400,167300,167100,166700,165700,164200,162500,160800,159800,158900,158000,157100,156400,156100,155700,154800,153600,152400,151200,150000,148500,147000,145700,144300,142700,141000,139500,138100,136600,135100,133800,132600,131400,130100,129000,128200,127600,126900,126300,126000,125900,125800,125700,125900,125900,126400,127100,127800,128300,128700,129100,129900,130900,132200,133600,135200,137200,139200,140800,142200,143700,145200,146200,146500,146800,147900,149300,150200,151000,151500,152100,152500,152900,153200,153700,154300
"Memphis, TN",80200,80200,80700,81400,81700,81800,81900,81700,81500,81100,80900,81100,81300,81400,81500,81400,81400,81800,82500,83300,84000,84800,85300,85600,86100,86600,87000,87300,87500,87800,87900,88000,88600,89400,89900,90100,90200,90600,90900,91000,91200,91500,91800,92100,92500,92800,93000,93000,93100,93500,93700,93900,94100,94300,94200,94400,94600,94600,94900,95500,96000,96300,97000,97700,98300,98400,98300,98200,98300,98500,98900,99500,99500,99200,99100,99400,99500,99700,100000,100200,100100,100000,100000,100100,100400,100800,101100,101300,101700,101900,102200,102500,102800,103100,103500,103600,103800,104100,104300,104400,104900,105700,106500,107600,108800,109800,110300,110700,111400,112200,112400,112500,112800,113300,113900,114500,114500,114300,114300,114800,115500,116100,116600,117200,117900,118700,119400,119700,119500,119000,118500,118400,117900,117400,117100,116800,116700,116800,116500,116000,115900,116000,115500,114700,114100,113600,113200,112800,112400,111700,110900,110100,110300,111500,113000,113500,113600,113500,113800,113500,112700,111700,111100,110600,110500,110500,110800,111300,111500,111100,110900,111400,111200,110100,109300,108900,108200,107300,106600,105900,105100,104400,103900,103200,102600,102300,101900,101600,101000,100400,99900,99500,99300,99900,100300,100400,100700,101200,101500,101700,101800,101700,101700,101800,102100,102600,103000,103300,103700,104100,104800,105500,105800,105800,105500,105700,106400,106500,105900,105600,106000,106600,107200,107500,107700,107600,107500
"Louisville-Jefferson County, KY",84400,84100,84300,84600,84800,85100,85500,85900,86100,86300,86500,86900,87300,87400,87400,87700,88000,88100,88100,88300,88600,89000,89300,89600,90000,90600,91200,91800,92400,92600,92800,93000,93700,94200,94600,95000,95500,96100,96900,97500,97900,98400,99100,99800,100200,100600,101100,101600,101900,102000,102300,102600,102600,102500,102500,102800,103100,103500,104200,105000,106000,106700,107000,107100,107600,108000,108100,108200,108500,108700,108900,109100,109300,109600,109700,109800,109900,110000,110000,109900,110000,110400,110700,110900,111300,111600,111900,112500,113000,113300,113700,114200,114700,115000,115300,115500,115600,115700,115900,116200,116700,117500,118300,119000,119300,119500,119400,119300,119500,119900,120200,120500,121000,121800,122600,122800,122700,122400,122100,121900,121700,121600,121700,121800,121800,121600,121700,122200,122500,122600,123100,123800,124200,124600,124800,124900,124900,124900,124800,125100,125100,124500,124100,124400,124800,125000,124800,124700,124700,124900,124800,124300,124100,124700,125500,125900,126100,126500,127000,127300,127400,127300,127100,126800,128300,131000,132400,132200,132700,132700,132300,132100,131700,131200,130800,130500,129800,129200,128700,128600,128800,129100,129300,129300,129000,128800,128600,128300,127700,127000,126500,127000,127800,128000,127600,127400,127400,127500,127900,128600,129000,128800,128700,129400,130600,131200,131700,132500,133300,133800,134500,135400,135400,134700,135300,134000,130100,127500,128200,128800,129500,130000,130400,130900,131200,131400,131900
"Richmond, VA",98900,99500,99700,99700,99900,100100,100200,99700,99400,99700,100100,100200,100400,100600,100900,101200,101500,102000,102500,102900,103200,103500,104100,104900,105200,105000,105200,105600,105800,106100,106500,107300,108200,108800,109400,109900,110400,110900,111600,112100,112600,112900,113300,113700,113800,114200,114800,115300,115800,116500,117000,117300,117600,117900,118200,118900,119600,120400,121100,121800,122600,123300,123800,124500,125300,126000,126800,127500,128000,128600,129200,129700,130300,131000,131700,132300,133100,133900,134600,135500,136500,137600,138500,139400,140100,141000,141700,142600,143800,144900,146000,147100,148500,150000,151500,152900,154100,155400,157000,158700,160300,161900,163600,165600,167600,169800,172000,174100,175900,177600,179700,182200,184600,186900,189300,191400,192800,193800,195000,196500,198400,200400,202100,203400,204400,205200,205700,206300,207000,207400,207800,208300,208800,209200,209600,210000,210400,210500,210300,209700,209300,208900,208500,208300,207900,207400,206600,205300,204100,203400,202800,201700,200700,200300,199900,199000,198300,197700,197000,196100,195100,194300,193800,193500,192800,191900,190900,190100,189300,188600,187800,187300,186700,185900,185000,184200,183200,181900,180500,179100,178000,177100,176300,175500,174300,172900,172000,171500,171500,171400,171100,171200,171500,171500,171300,171200,171300,171500,171800,172100,172200,172600,173500,174600,175200,175500,175900,176800,178300,179500,180000,180500,181200,182100,183000,183400,183200,183200,183200,183300,183300,183500,183900,184600,185200,185700,186300
"Oklahoma City, OK",65900,66200,66300,66600,67000,67100,67000,67100,67300,67500,67500,67600,67500,67500,67700,67800,68000,68200,68400,68600,68700,68900,69300,69700,70000,70100,70200,70200,70500,71100,71500,71700,72100,72600,73000,73300,73500,73600,74000,74500,74900,75100,75500,76100,76500,76700,77200,77600,77800,78100,78500,78700,78800,78800,78900,79000,79200,79600,80000,80200,80600,80900,81100,81400,81500,81600,82100,82600,82800,83000,83400,83800,84200,84500,84700,85000,85400,85800,86000,86300,87000,87400,87500,87600,88000,88500,88900,89400,89800,89900,90000,90200,90500,91000,91600,92100,92400,92800,93200,93500,93800,94400,94900,95200,95600,96000,96400,96600,96800,97000,97400,98000,98700,99400,100100,100600,100800,101100,101600,102100,102500,102800,103200,103400,103500,103600,103900,104000,104000,104200,104500,104800,105400,106100,106500,106500,106700,106700,106800,106900,107100,107100,107100,107000,106900,106700,106700,107000,107100,107400,107700,108100,108600,109000,108900,108900,109200,109300,109200,109400,109700,110000,110100,110600,111000,111100,110900,111000,111000,111000,111000,111100,110800,110100,109700,109400,109100,108800,108800,108900,109000,109000,109200,109100,109100,109300,109400,109500,109800,110100,110700,111600,112500,113200,113700,113900,114400,115200,115500,115600,115800,116100,116600,117100,117300,117400,117900,118600,119400,120200,121200,122100,122800,123600,124000,124000,124100,124700,125500,125900,126200,126600,127100,127300,127600,128300,129100
"Hartford, CT",126000,126400,126800,126800,126700,126800,126700,126600,126700,126800,126800,127100,127200,127100,126900,126900,127000,127100,127200,127500,128000,128700,129600,130700,131300,131200,131200,131500,131800,132000,132500,133100,133900,134900,136100,137000,137900,138700,139500,140200,140800,141400,142100,142800,143300,144200,145600,146700,147200,147800,148900,150200,151300,152400,153600,154700,155400,156200,157300,158400,159500,160800,161700,162400,163300,164500,165500,166600,168100,169500,170400,171300,172800,174700,176800,178700,180200,181500,183200,185100,187100,189100,191100,192600,193900,194800,195700,197000,198600,200200,201800,203200,204600,206200,207700,209300,211300,213400,215700,218400,221400,224000,226200,228500,230800,232700,234500,236400,238400,240200,241800,243500,245200,247000,248800,250500,251700,252500,253500,254400,255200,256000,256600,256600,256300,256000,256100,255700,255100,255100,255600,256200,256500,256500,256300,256000,255400,254700,253500,252000,250600,249200,247500,246200,245500,245000,244600,244200,243600,242800,242000,241600,241100,240200,239200,238400,237100,235800,234600,234000,233700,233500,233500,234000,234200,234300,234400,234100,233700,233500,233200,232400,231400,230500,229400,228300,227700,227200,226400,225000,223600,222300,221200,220200,219300,218400,217800,217400,217000,216700,216500,216400,216500,216500,216100,215700,215400,214800,214100,213400,213200,213500,213500,213400,213600,214000,214700,215600,216400,217200,218300,219100,219400,219100,218900,218900,218800,218400,217900,217300,216600,215800,215200,214800,214100,213500,213300
"New Orleans, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125600,127000,129500,132400,132400,130600,129900,130500,130800,130900,131400,131700,131200,131100,132400,133900,134500,134900,135400,136400,137700,139400,141500,143500,144300,144500,144400,144700,144600,143500,141700,140200,140500,141800,143600,145200,146100,145800,146400,146600,146100,146000,146500,146600,146200,146100,140900,132300,127700,128000,128100,128500,128600,129800,133200,137500,141400,145200,150700,157100,162500,165900,169400,173400,176800,177400,176100,174700,173900,173600,168700,160800,156300,156100,156100,155900,154900,153600,152700,151900,149900,145200,144400,147100,147400,144100,141800,139300,138500,138500,137600,136100,135100,134700,135200,136300,137200,135900,133900,133800,134500,134000,133500,133700,134000,134400,135600,137400,139400,139800,139200,139400,141400,144900,147600,148200,147800,148800,151700,154500,153800,158300,166700,168600,164900,164000,163500,162700,161900,160600,159500,159900,161200
"Buffalo, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114200,113600,113600,114000,114200,114300,114400,114800,115300,115700,116000,116300,116300,116300,116500,117100,117000,116500,116200,116400,116400,116600,116400,116400,116600,116800,116600,116800,116800,116200,116100,116500,116900,117200,117300,117700,118300,118800,119000,119100,118900,118200,117900,118000,118400,119100,119800,120600,121500,122400,123500,124900,125500,125200,125200,126000,126600,126800,127000,127500,127800,127600,127400,127600,127100,126200,125600
"Raleigh, NC",129400,130000,130600,131100,131200,131600,132100,132400,132700,133100,133100,132900,133100,133800,134600,135300,135800,136300,136800,137500,138100,138700,139200,139600,140100,140300,140400,140700,141300,141900,142600,143300,143600,144200,145100,146000,146600,147200,147800,148500,149100,149400,149400,149800,150100,150400,150900,151400,151700,152000,152200,152400,152600,152500,152500,152500,152600,153300,154100,154100,154000,154100,154000,153900,154000,154300,154500,154800,155000,155300,155700,156000,156200,156400,156600,157000,157400,157800,158200,158400,158600,158700,158700,158500,158400,158200,157900,157900,158200,158300,158400,158800,159200,159500,159800,160100,160100,160900,162500,163100,162800,163000,163600,163900,164400,165100,165700,166300,167200,168000,168600,169300,170200,171200,172000,173100,174200,174700,175000,176300,178000,178800,178700,178900,180000,180800,181600,182200,182800,183800,184800,185600,186100,186400,186800,187300,187800,188200,188600,189000,189200,189100,188700,188400,188300,188500,188700,189000,189100,189100,188800,188200,187400,187100,186800,186200,185200,184600,184500,184500,184500,184500,184300,184100,184000,183900,183600,183300,183100,183000,182700,182300,181600,180700,179900,179100,178300,177700,177600,177600,177200,176500,176100,175700,175300,175100,174900,174800,174900,175200,175400,175600,176100,176500,176600,176800,177100,177100,177300,177600,178200,178800,179300,179600,180300,181400,182600,183400,184200,185300,186600,187900,188700,189300,190000,190800,191700,192300,192900,193500,194000,194400,195100,196000,196900,197700,198600
"Birmingham, AL",87700,87400,87300,87200,87000,86700,86500,86600,86900,87300,87500,87400,87500,88300,88900,89000,89200,89700,90200,90500,90500,90400,90500,90900,91000,90900,90900,91400,91900,92200,92400,92700,93100,93800,94400,95100,95700,96200,96500,96600,97000,97600,98100,98700,99300,99800,100100,100400,100400,100300,100400,100400,100300,100300,100500,101000,101500,101800,101900,102100,102700,103000,103200,103600,104000,104300,104600,105100,105400,105800,106200,106700,107000,107300,107700,108200,108600,108900,109200,109500,109500,109900,110400,110800,111300,111900,112300,112600,113100,113600,114100,114700,115000,114900,114700,114400,114300,114800,115600,116200,116800,117500,117700,117800,118500,119500,120500,121400,122200,122700,122800,123100,123500,124300,125200,125900,126800,128000,129100,130100,130800,131200,131200,130900,130600,130500,130400,130700,131100,131400,131500,131300,131200,131300,131400,131700,132100,132300,132200,131900,130300,128200,127100,126700,126400,126000,127100,128900,129200,128100,127500,127000,127500,128600,130000,131600,133400,134500,134700,134300,134000,134400,134700,134800,134600,133200,130300,127800,126400,125300,124300,123600,123100,122700,122200,121600,120800,120000,119400,118900,118000,117500,117000,116500,116100,115700,114900,114500,114900,115500,115800,116200,116800,117500,117600,117100,116900,116900,116800,116800,117800,119700,121400,121500,121000,120500,120000,119600,119300,120100,121500,122700,123000,123500,123800,123200,122200,122000,122100,122700,123700,124400,124800,125100,124200,123000,122400
"Salt Lake City, UT",131900,132400,133200,134400,135900,136900,137600,138300,139000,139800,140500,141100,141600,142100,142600,143500,144400,144900,145100,145300,145500,145900,146500,147100,147600,148000,148600,149200,149800,150200,150300,150100,150300,150600,151200,151900,152800,153800,154600,154800,154800,156000,158800,161800,163700,164700,165300,165700,165800,165800,165500,164800,164700,165200,165800,166100,166500,167200,167600,167700,167800,168000,168300,168800,169000,169100,169200,169400,169500,169800,170300,170800,171200,171500,171800,172200,173000,173400,173400,173600,174000,174100,173700,173100,172300,171700,171700,171900,171900,171900,171800,171600,171700,172000,172600,173500,174500,175500,176600,177400,177800,177700,177300,177300,177700,178300,179200,180600,182400,184400,186400,188800,191200,193000,194600,196300,198400,201100,204300,207600,211200,214900,218300,221700,225500,230800,236400,241100,245700,251300,256600,261100,264800,266700,268100,269800,271600,273400,275400,277200,278800,279500,278900,276600,274600,272900,271500,270600,270800,271300,271500,271000,271400,272800,273400,272600,272000,272100,270400,265900,259500,252900,246500,243000,235700,225400,218300,216200,213200,210500,208800,207600,206800,206600,205900,204500,203800,203300,202000,199700,197700,195900,194500,193300,192400,191200,190400,189800,189700,189700,189700,188100,186700,187400,189800,191200,192000,193000,193600,194600,195800,197400,199000,200900,203100,205400,208100,211400,214800,216200,216800,217100,218000,219600,220500,224200,228900,228200,224100,222500,221700,221200,221700,222400,223000,223800,224600
"Rochester, NY",87900,88200,88300,88400,88400,88400,88400,88300,88200,88100,88000,87800,87500,87300,87200,87100,86900,86700,86600,86800,87000,87400,88000,88400,88500,88400,88300,88100,88000,88000,88100,88200,88300,88400,88600,89000,89300,89500,89900,90400,90800,90900,91100,91400,91600,91500,91600,91800,91800,91900,92300,92500,92800,93000,93200,93400,93700,94100,94500,94900,95200,95500,95400,95300,95400,95600,95700,95700,96100,96500,97000,97400,97800,98100,98500,98700,98900,99100,99500,99800,100000,100400,100800,101100,101500,101900,102100,102500,103000,103500,103900,104500,105000,105400,105800,106100,106000,106100,106700,107400,107800,108200,108800,109200,109600,110200,110700,111100,111600,111900,112000,112300,112800,113300,113600,114000,114300,114400,114100,114100,114500,114800,114900,115100,115100,115300,115500,115700,115800,115900,116100,116000,116100,116300,116800,117000,117300,117500,117500,117300,117000,116900,117100,117500,117800,118100,118200,118300,118200,118200,118300,118600,118600,118200,117900,117900,118100,118400,118800,119300,119800,120100,120200,120300,120600,121000,121300,121200,121200,121300,121300,121200,120900,120600,120400,120400,120500,120600,120800,120900,120700,120400,120100,119900,119800,119900,120100,120400,120400,120400,120800,121100,121200,121100,120800,120700,120800,120800,120700,120600,120700,121000,121100,121100,121000,121000,121300,121500,121600,121900,122200,122300,122700,123000,123000,123400,124100,124300,124400,124500,124200,123900,124000,124200,124300,124400,124500
